"co_seq_procedimento","co_procedimento","co_grupo","co_sub_grupo","co_forma_organizacao","nu_competencia_min","nu_competencia_max","qt_registro","qt_no_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_sh","vl_sa","vl_sp","co_financiamento","co_rubrica","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao","sg_procedimento"
685,202110133,2,2,11,201301,202301,115,1,DETECÇÃO MOLECULAR DE MUTAÇÃO EM DEFICIÊNCIA DE BIOTINIDASE,"2",I,"1","9999","0","0","1571","0.00000000000000000000","66.0000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames para triagem neonatal                                                                        ,DEMODEMU
686,202110141,2,2,11,201304,202301,112,1,DOSAGEM DE CLORETO NO SUOR,"2",I,"2","9999","0","0","35","0.00000000000000000000","150.0000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames para triagem neonatal                                                                        ,DODECLNO
687,202110150,2,2,11,202207,202301,1,1,PESQUISA DE IGM ANTI-TOXOPLASMA GONDII EM SANGUE SECO (COMPONENTE DO TESTE DO PEZINHO),"2",I,"1","9999","0","0","1","0.00000000000000000000","8.1900000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames para triagem neonatal                                                                        ,PEDEIGAN
688,202120015,2,2,12,200801,202301,175,1,DETERMINACAO DE ANTICORPOS ANTIPLAQUETARIOS,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","10.6500000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,DEDEANAN
689,202120023,2,2,12,200801,202301,175,1,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","1.3700000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,DEDIERED
690,202120031,2,2,12,200801,202301,175,1,FENOTIPAGEM DE SISTEMA RH - HR,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","10.6500000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,FEDESIRH
691,202120040,2,2,12,200801,202301,175,1,IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","10.6500000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,IDDEANSE
692,202120058,2,2,12,200801,202301,175,1,PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","5.7900000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,PEDEANIR
693,202120066,2,2,12,200801,202301,175,1,PESQUISA DE ANTICORPOS SERICOS IRREGULARES 37OC,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","5.7900000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,PEDEANSE37
694,202120074,2,2,12,200801,202301,175,1,PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","5.7900000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,PEDEANSE
695,202120082,2,2,12,200801,202301,175,1,PESQUISA DE FATOR RH (INCLUI D FRACO),"2",I,"9999","9999","0","0","1571","0.00000000000000000000","1.3700000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,PEDEFARH
696,202120090,2,2,12,200801,202301,175,1,TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA),"2",I,"9999","9999","0","0","1571","0.00000000000000000000","2.7300000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,TEINDEAN
697,202120104,2,2,12,200801,202301,175,1,TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","5.7900000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames imunohematológicos                                                                           ,TIDEANAN
698,203010019,2,3,1,200801,202301,175,2,EXAME CITOPATOLÓGICO CERVICO-VAGINAL/MICROFLORA,"2",F,"1","9999","0","120","1571","0.00000000000000000000","13.7200000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames citopatológicos                                                                              ,EXCICE
699,203010027,2,3,1,200801,202301,175,1,EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS),"2",I,"1","9999","0","0","1571","20.9600000000000000","20.9600000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames citopatológicos                                                                              ,EXCIHOSE3
700,203010035,2,3,1,200801,202301,175,3,EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA),"2",I,"1","9999","0","0","1571","20.9600000000000000","20.9600000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames citopatológicos                                                                              ,EXDECIEX | EXDECION
701,203010043,2,3,1,200801,202301,175,1,EXAME CITOPATOLOGICO DE MAMA,"2",I,"9999","9999","0","192","1571","0.00000000000000000000","35.3400000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames citopatológicos                                                                              ,EXCIDEMA
704,203010078,2,3,1,201402,202301,102,2,CONTROLE DE QUALIDADE DO EXAME CITOPATOLÓGICO CERVICO VAGINAL,"2",F,"1","9999","0","120","1571","0.00000000000000000000","17.6300000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames citopatológicos                                                                              ,CODEQUDO
705,203010086,2,3,1,201402,202301,102,2,EXAME CITOPATOLÓGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO,"2",F,"1","9999","0","300","779","0.00000000000000000000","14.3700000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames citopatológicos                                                                              ,EXCICEVA
706,203020014,2,3,2,200801,202301,175,1,DETERMINACAO DE RECEPTORES TUMORAIS HORMONAIS,"2",I,"2","9999","0","228","1571","0.00000000000000000000","93.7000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames anatomopatológicos                                                                           ,DEDERETU
707,203020022,2,3,2,200801,202301,175,1,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA,"2",F,"1","9999","0","144","1571","61.7700000000000000","61.7700000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico por anatomia patológica e citopatologia                                                 ,Exames anatomopatológicos                                                                           ,EXANDOCO
