"co_seq","co_cid","no_cid","co_capitulo","no_capitulo","ds_titulo_capitulo","co_categoria","no_categoria","ds_agrupamento","co_seq_diretriz"
8609,S32,Fratura da coluna lombar e da pelve,19,Capitulo XIX,"Lesoes, envenenamento e algumas outras consequencias de causas externas",S32,Fratura da coluna lombar e da pelve,"Traumatismos do abdome, do dorso, da coluna lombar e da pelve (S30-S39)",
7790,Q741,Malformacao congenita do joelho ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q74,Outras malformacoes congenitas dos membros,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7791,Q742,"Outras malformacoes congenitas do(s) membro(s) inferiores, inclusive da cintura pelvica ",17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q74,Outras malformacoes congenitas dos membros,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7792,Q743,Artrogripose congenita multipla ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q74,Outras malformacoes congenitas dos membros,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7793,Q748,Outras malformacoes congenitas especificadas de membro(s) ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q74,Outras malformacoes congenitas dos membros,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7794,Q749,Malformacoes congenitas nao especificadas de membro(s) ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q74,Outras malformacoes congenitas dos membros,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7795,Q75,Outras malformacoes congenitas dos ossos do cranio e da face,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q75,Outras malformacoes congenitas dos ossos do cranio e da face,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7798,Q752,Hipertelorismo ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q75,Outras malformacoes congenitas dos ossos do cranio e da face,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7799,Q753,Macrocefalia ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q75,Outras malformacoes congenitas dos ossos do cranio e da face,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7800,Q754,Disostose mandibulo-facial ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q75,Outras malformacoes congenitas dos ossos do cranio e da face,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7801,Q755,Disostose oculo-mandibular ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q75,Outras malformacoes congenitas dos ossos do cranio e da face,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7802,Q758,Outras malformacoes congenitas especificadas dos ossos do cranio e da face ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q75,Outras malformacoes congenitas dos ossos do cranio e da face,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
8521,S20,Traumatismo superficial do torax,19,Capitulo XIX,"Lesoes, envenenamento e algumas outras consequencias de causas externas",S20,Traumatismo superficial do torax,Traumatismos do torax (S20-S29),
7803,Q759,Malformacao congenita nao especificada dos ossos do cranio e da face ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q75,Outras malformacoes congenitas dos ossos do cranio e da face,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7807,Q762,Espondilolistese congenita ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q76,Malformacoes congenitas da coluna vertebral e dos ossos do torax,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7808,Q763,Escoliose congenita devida a malformacao ossea congenita ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q76,Malformacoes congenitas da coluna vertebral e dos ossos do torax,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7809,Q764,Outras malformacoes congenitas da coluna vertebral nao-associadas com escoliose ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q76,Malformacoes congenitas da coluna vertebral e dos ossos do torax,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7811,Q766,Outras malformacoes congenitas das costelas ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q76,Malformacoes congenitas da coluna vertebral e dos ossos do torax,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7812,Q767,Malformacao congenita do esterno ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q76,Malformacoes congenitas da coluna vertebral e dos ossos do torax,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
5844,M912,Coxa plana ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M91,Osteocondrose juvenil do quadril e da pelve,Condropatias (M91-M94),
7813,Q768,Outras malformacoes congenitas dos ossos do torax ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q76,Malformacoes congenitas da coluna vertebral e dos ossos do torax,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7814,Q769,Malformacao congenita nao especificada dos ossos do torax ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q76,Malformacoes congenitas da coluna vertebral e dos ossos do torax,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7817,Q771,Nanismo tanatoforico ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7818,Q772,Sindrome das costelas curtas ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7819,Q773,Condrodisplasia puntacta ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7820,Q774,Acondroplasia ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7821,Q775,Displasia diastrofica ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7822,Q776,Displasia condroectodermica ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7823,Q777,Displasia espondiloepifisaria ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7824,Q778,Outras osteocondrodisplasias com anomalias do crescimento dos ossos longos e da coluna vertebral ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
6702,O650,Obstrucao do trabalho de parto devida a deformidade pelvica ,15,Capitulo XV,"Gravidez, parto e puerperio",O65,Obstrucao do trabalho de parto devida a anormalidade pelvica da mae,Complicações do trabalho de parto e do parto (O60-O75),
7825,Q779,Osteocondrodisplasia nao especificada com anomalias do crescimento dos ossos longos e da coluna vertebral ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7828,Q781,Displasia poliostotica fibrosa ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q78,Outras osteocondrodisplasias,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7831,Q784,Encondromatose ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q78,Outras osteocondrodisplasias,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7832,Q785,Displasia metafisaria ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q78,Outras osteocondrodisplasias,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7833,Q786,Exostoses congenitas multiplas ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q78,Outras osteocondrodisplasias,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7834,Q788,Outras osteocondrodisplasias especificadas ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q78,Outras osteocondrodisplasias,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7836,Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7837,Q790,Hernia diafragmatica congenita ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7838,Q791,Outras malformacoes congenitas do diafragma ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7839,Q792,Exonfalia ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7840,Q793,Gastrosquise ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7842,Q795,Outras malformacoes congenitas da parede abdominal ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7844,Q798,Outras malformacoes congenitas do sistema osteomuscular ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
6819,O86,Outras infeccoes puerperais,15,Capitulo XV,"Gravidez, parto e puerperio",O86,Outras infeccoes puerperais,Complicacoes relacionadas predominantemente com o puerperio (O85-O92),
7845,Q799,Malformacao congenita nao especificada do sistema osteomuscular ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q79,Malformacoes congenitas do sistema osteomuscular nao classificadas em outra parte,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),
7860,Q82,Outras malformacoes congenitas da pele,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q82,Outras malformacoes congenitas da pele,Outras malformacoes congenitas (Q80-Q89),
7862,Q821,Xeroderma pigmentoso ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q82,Outras malformacoes congenitas da pele,Outras malformacoes congenitas (Q80-Q89),
7865,Q824,Displasia ectodermica (anidrotica) ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q82,Outras malformacoes congenitas da pele,Outras malformacoes congenitas (Q80-Q89),
7866,Q825,Nevo nao-neoplasico congenito ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q82,Outras malformacoes congenitas da pele,Outras malformacoes congenitas (Q80-Q89),
7867,Q828,Outras malformacoes congenitas especificadas da pele ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q82,Outras malformacoes congenitas da pele,Outras malformacoes congenitas (Q80-Q89),
7868,Q829,Malformacao congenita nao especificada da pele ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q82,Outras malformacoes congenitas da pele,Outras malformacoes congenitas (Q80-Q89),
7869,Q83,Malformacoes congenitas da mama,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q83,Malformacoes congenitas da mama,Outras malformacoes congenitas (Q80-Q89),
7871,Q831,Mama supranumeraria ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q83,Malformacoes congenitas da mama,Outras malformacoes congenitas (Q80-Q89),
7872,Q832,Ausencia de mamilo ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q83,Malformacoes congenitas da mama,Outras malformacoes congenitas (Q80-Q89),
7873,Q833,Mamilo acessorio ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q83,Malformacoes congenitas da mama,Outras malformacoes congenitas (Q80-Q89),
7874,Q838,Outras malformacoes congenitas da mama ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q83,Malformacoes congenitas da mama,Outras malformacoes congenitas (Q80-Q89),
7877,Q840,Alopecia congenita ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q84,Outras malformacoes congenitas do tegumento,Outras malformacoes congenitas (Q80-Q89),
7878,Q841,Alteracoes morfologicas congenitas dos cabelos nao classificadas em outra parte ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q84,Outras malformacoes congenitas do tegumento,Outras malformacoes congenitas (Q80-Q89),
7880,Q843,Anoniquia ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q84,Outras malformacoes congenitas do tegumento,Outras malformacoes congenitas (Q80-Q89),
7881,Q844,Leuconiquia congenita ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q84,Outras malformacoes congenitas do tegumento,Outras malformacoes congenitas (Q80-Q89),
7882,Q845,Hipertrofia e alargamento das unhas ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q84,Outras malformacoes congenitas do tegumento,Outras malformacoes congenitas (Q80-Q89),
